rel_path,mean_db,max_db,median_db,peak_to_mean
Vietnamese\short vowels-#TV\kɯ男.mp3,-25.17,-11.95,-16.92,13.22
Vietnamese\short vowels-#TV\te女.mp3,-42.74,-10.88,-32.05,31.86
Vietnamese\short vowels-#TV\te男.mp3,-25.34,-11.88,-15.24,13.46
Vietnamese\short vowels-#TV\ti女.mp3,-29.23,-10.97,-16.19,18.26
Vietnamese\short vowels-#TV\ti男.mp3,-33.86,-12.65,-21.03,21.21
Vietnamese\short vowels-#TV\to女.mp3,-40.88,-10.39,-21.18,30.49
Vietnamese\short vowels-#TV\to男.mp3,-27.40,-12.38,-14.94,15.02
Vietnamese\short vowels-#TV\tɯ女.mp3,-28.02,-9.43,-15.22,18.60
Vietnamese\short vowels-#TV\tɯ男.mp3,-27.25,-11.53,-17.84,15.71
Vietnamese\short vowels-#VT\eʊ.mp3,-78.16,-8.46,-120.00,69.69
Vietnamese\short vowels-#VT\ie.mp3,-78.14,-7.68,-78.56,70.47
Vietnamese\short vowels-#VT\oɪː.mp3,-77.92,-7.40,-114.12,70.52
Vietnamese\short vowels-#VT\əʊ.mp3,-78.26,-8.02,-113.43,70.24
Vietnamese\short vowels-#VT\əɪ.mp3,-78.10,-8.32,-114.51,69.77
Vietnamese\short vowels-#VT\ɯʊ.mp3,-79.44,-7.18,-117.71,72.26
Vietnamese\short vowels-#VT\ɯɪː.mp3,-78.21,-7.89,-118.90,70.32
Vietnamese\short vowels-#VT\eʊ\deʊ213 (女).mp3,-46.73,-8.96,-29.51,37.77
Vietnamese\short vowels-#VT\eʊ\deʊ213 (男).mp3,-32.44,-11.92,-21.15,20.52
Vietnamese\short vowels-#VT\eʊ\keʊ213 (女).mp3,-34.56,-9.15,-13.34,25.40
Vietnamese\short vowels-#VT\eʊ\keʊ213 (男).mp3,-34.56,-9.15,-13.34,25.40
Vietnamese\short vowels-#VT\eʊ\keʊ55 (女).mp3,-55.15,-8.45,-40.49,46.70
Vietnamese\short vowels-#VT\eʊ\keʊ55 (男).mp3,-35.85,-13.04,-20.90,22.81
Vietnamese\short vowels-#VT\eʊ\neʊ35 (女).mp3,-29.50,-8.88,-11.82,20.61
Vietnamese\short vowels-#VT\eʊ\neʊ35 (男).mp3,-28.56,-13.03,-19.14,15.53
Vietnamese\short vowels-#VT\eʊ\teʊ35 (女).mp3,-42.86,-11.87,-24.08,30.99
Vietnamese\short vowels-#VT\eʊ\teʊ35 (男).mp3,-39.73,-15.98,-25.03,23.75
Vietnamese\short vowels-#VT\eʊ\Øeʊ (女).mp3,-23.53,-9.72,-12.37,13.81
Vietnamese\short vowels-#VT\eʊ\Øeʊ (男).mp3,-54.72,-13.29,-41.91,41.43
Vietnamese\short vowels-#VT\ie\iem25 (女).mp3,-40.71,-9.07,-25.08,31.63
Vietnamese\short vowels-#VT\ie\iem25 (男).mp3,-47.90,-13.31,-36.03,34.58
Vietnamese\short vowels-#VT\ie\ien35 (女).mp3,-23.49,-7.59,-11.41,15.90
Vietnamese\short vowels-#VT\ie\ien35 (男).mp3,-44.55,-13.01,-29.67,31.54
Vietnamese\short vowels-#VT\ie\ien55 (女).mp3,-22.49,-9.32,-10.99,13.17
Vietnamese\short vowels-#VT\ie\ien55 (男).mp3,-22.20,-13.67,-18.49,8.53
Vietnamese\short vowels-#VT\ie\iet35 (女).mp3,-42.06,-8.32,-51.13,33.75
Vietnamese\short vowels-#VT\ie\iet35 (男).mp3,-36.69,-13.70,-30.71,22.99
Vietnamese\short vowels-#VT\oɪː\soɪː55 (女).mp3,-29.11,-8.76,-25.60,20.35
Vietnamese\short vowels-#VT\oɪː\soɪː55 (男).mp3,-40.92,-11.24,-26.86,29.68
Vietnamese\short vowels-#VT\oɪː\toɪː55 (女).mp3,-37.40,-8.56,-21.31,28.84
Vietnamese\short vowels-#VT\oɪː\toɪː55 (男).mp3,-39.68,-11.49,-21.08,28.19
Vietnamese\short vowels-#VT\oɪː\tʰoɪː55 (女).mp3,-30.83,-8.11,-19.54,22.72
Vietnamese\short vowels-#VT\oɪː\tʰoɪː55 (男).mp3,-45.37,-10.33,-29.57,35.04
Vietnamese\short vowels-#VT\oɪː\Øoɪː(女).mp3,-42.81,-7.44,-46.72,35.37
Vietnamese\short vowels-#VT\oɪː\Øoɪː(男).mp3,-42.81,-7.44,-46.72,35.37
Vietnamese\short vowels-#VT\oɪː\ʃoɪː55 (女).mp3,-35.31,-9.59,-25.60,25.71
Vietnamese\short vowels-#VT\oɪː\ʃoɪː55 (男).mp3,-31.74,-12.02,-19.62,19.72
Vietnamese\short vowels-#VT\oɪː\ʦoɪː55 (女).mp3,-51.24,-8.23,-29.04,43.01
Vietnamese\short vowels-#VT\oɪː\ʦoɪː55 (男).mp3,-70.10,-11.02,-67.01,59.08
Vietnamese\short vowels-#VT\əʊ\bəʊ213 (女).mp3,-27.63,-8.42,-18.31,19.21
Vietnamese\short vowels-#VT\əʊ\bəʊ213 (男).mp3,-34.18,-12.38,-24.21,21.80
Vietnamese\short vowels-#VT\əʊ\kəʊ35 (女).mp3,-30.01,-8.76,-15.73,21.25
Vietnamese\short vowels-#VT\əʊ\kəʊ35 (男).mp3,-32.89,-11.97,-19.86,20.92
Vietnamese\short vowels-#VT\əʊ\kəʊ55 (女).mp3,-38.75,-8.28,-18.33,30.47
Vietnamese\short vowels-#VT\əʊ\kəʊ55 (男).mp3,-30.96,-10.04,-20.21,20.91
Vietnamese\short vowels-#VT\əʊ\nəʊ35 (女).mp3,-38.41,-10.40,-17.35,28.02
Vietnamese\short vowels-#VT\əʊ\nəʊ35 (男).mp3,-38.41,-10.40,-17.35,28.02
Vietnamese\short vowels-#VT\əʊ\səʊ35 (女).mp3,-46.99,-8.01,-31.83,38.99
Vietnamese\short vowels-#VT\əʊ\səʊ35 (男).mp3,-38.50,-11.79,-27.09,26.71
Vietnamese\short vowels-#VT\əʊ\Øəʊ (女).mp3,-39.93,-8.62,-16.51,31.31
Vietnamese\short vowels-#VT\əʊ\Øəʊ (男).mp3,-29.27,-11.32,-19.21,17.95
Vietnamese\short vowels-#VT\əɪ\bəɪ213 (女).mp3,-33.58,-8.83,-20.90,24.75
Vietnamese\short vowels-#VT\əɪ\bəɪ213 (男).mp3,-36.94,-11.90,-23.64,25.04
Vietnamese\short vowels-#VT\əɪ\bəɪ35 (女).mp3,-39.23,-9.99,-26.90,29.24
Vietnamese\short vowels-#VT\əɪ\bəɪ35 (男).mp3,-27.81,-12.06,-19.26,15.75
Vietnamese\short vowels-#VT\əɪ\jəɪ55 (女).mp3,-38.82,-9.32,-18.35,29.50
Vietnamese\short vowels-#VT\əɪ\jəɪ55 (男).mp3,-36.61,-12.22,-22.50,24.39
Vietnamese\short vowels-#VT\əɪ\təɪ25 (女).mp3,-61.31,-8.51,-60.46,52.80
Vietnamese\short vowels-#VT\əɪ\təɪ25 (男).mp3,-45.80,-13.13,-34.62,32.67
Vietnamese\short vowels-#VT\əɪ\Øəɪ (女).mp3,-40.41,-8.35,-18.42,32.06
Vietnamese\short vowels-#VT\əɪ\Øəɪ (男).mp3,-37.81,-14.11,-24.49,23.70
Vietnamese\short vowels-#VT\əɪ\ʃəɪ35 (女).mp3,-53.98,-9.08,-33.57,44.90
Vietnamese\short vowels-#VT\əɪ\ʃəɪ35 (男).mp3,-31.95,-13.57,-21.25,18.39
Vietnamese\short vowels-#VT\ɯʊ\kɯʊ21 (女).mp3,-22.69,-8.88,-13.02,13.81
Vietnamese\short vowels-#VT\ɯʊ\kɯʊ21 (男).mp3,-44.00,-12.96,-37.98,31.04
Vietnamese\short vowels-#VT\ɯʊ\kɯʊ35 (女).mp3,-39.88,-8.54,-19.48,31.34
Vietnamese\short vowels-#VT\ɯʊ\kɯʊ35 (女2).mp3,-32.36,-7.82,-16.76,24.54
Vietnamese\short vowels-#VT\ɯʊ\kɯʊ35 (男).mp3,-27.63,-10.47,-19.39,17.17
Vietnamese\short vowels-#VT\ɯʊ\kɯʊ35 (男2).mp3,-50.83,-11.38,-42.92,39.45
Vietnamese\short vowels-#VT\ɯʊ\tɯʊ2314 (女).mp3,-41.77,-10.23,-21.18,31.54
Vietnamese\short vowels-#VT\ɯʊ\tɯʊ2314 (男).mp3,-32.28,-13.13,-21.65,19.15
Vietnamese\short vowels-#VT\ɯʊ\Øɯʊ (女).mp3,-41.06,-7.07,-47.17,33.99
Vietnamese\short vowels-#VT\ɯʊ\Øɯʊ (男).mp3,-26.33,-13.49,-18.64,12.84
Vietnamese\short vowels-#VT\ɯʊ\ʃɯʊ2314 (女).mp3,-47.90,-10.69,-27.64,37.20
Vietnamese\short vowels-#VT\ɯʊ\ʃɯʊ2314 (男).mp3,-34.05,-13.76,-23.63,20.29
Vietnamese\short vowels-#VT\ɯɪː\gɯɪː2314 (女).mp3,-22.45,-7.53,-16.76,14.92
Vietnamese\short vowels-#VT\ɯɪː\gɯɪː2314 方男).mp3,-35.87,-16.39,-22.37,19.48
Vietnamese\short vowels-#VT\ɯɪː\hɯɪː2314 (女).mp3,-37.77,-8.72,-19.64,29.05
Vietnamese\short vowels-#VT\ɯɪː\hɯɪː2314 (男).mp3,-38.41,-13.43,-30.61,24.98
Vietnamese\short vowels-#VT\ɯɪː\Øɯɪː (女).mp3,-23.20,-9.26,-11.78,13.94
Vietnamese\short vowels-#VT\ɯɪː\Øɯɪː (男).mp3,-23.16,-11.47,-14.59,11.69
Vietnamese\short vowels-#VT\ɯɪː\ŋɯɪː2314 (女).mp3,-36.55,-8.99,-17.64,27.56
Vietnamese\short vowels-#VT\ɯɪː\ŋɯɪː2314 (男).mp3,-23.28,-14.33,-17.99,8.95
Vietnamese\short vowels-#VVT\uəʊ.mp3,-81.63,-6.83,-120.00,74.79
Vietnamese\short vowels-#VVT\uəʊ\uəʊ(女).mp3,-29.28,-6.83,-13.66,22.44
Vietnamese\short vowels-#VVT\uəʊ\uəʊ(男).mp3,-23.43,-10.63,-19.14,12.80
Vietnamese\short vowels-#VVT\uəʊ\Øuəʊ35(女).mp3,-31.64,-7.44,-15.76,24.19
Vietnamese\short vowels-#VVT\uəʊ\Øuəʊ35(男).mp3,-31.64,-7.44,-15.76,24.19
